No,;Time;;Source;Destination;Protocol;Length;Info;;;Time 1;Time 2;;Delay1;;Delay 2;;Jitter
634;13.757.454;13,757454;192,168,100,98;104,22,1,235;TCP;54;56821  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;13,757454;13,799609;;0,042155;;0,014905;;0,02725
635;13.799.609;13,799609;192,168,100,98;104,22,1,235;TCP;66;56822  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;13,799609;13,814514;;0,014905;;0,040145;;0,02524
636;13.814.514;13,814514;104,22,1,235;192,168,100,98;TCP;56;443  >  56821 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;13,814514;13,854659;;0,040145;;0,000185;;0,03996
637;13.854.659;13,854659;104,22,1,235;192,168,100,98;TCP;66;443  >  56822 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;13,854659;13,854844;;0,000185;;0,000985;;0,0008
638;13.854.844;13,854844;192,168,100,98;104,22,1,235;TCP;54;56822  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;13,854844;13,855829;;0,000985;;0,06012;;0,059135
639;13.855.829;13,855829;192,168,100,98;104,22,1,235;TLSv1;372;Client Hello;;;13,855829;13,915949;;0,06012;;0,010152;;0,049968
640;13.915.949;13,915949;104,22,1,235;192,168,100,98;TCP;54;443  >  56822 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;13,915949;13,926101;;0,010152;;0,001699;;0,008453
641;13.926.101;13,926101;104,22,1,235;192,168,100,98;TLSv1;177;Server Hello, Change Cipher Spec, Encrypted Handshake Message;;;13,926101;13,9278;;0,001699;;0,054731;;0,053032
642;13.927.800;13,9278;192,168,100,98;104,22,1,235;TLSv1;699;Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data;;;13,9278;13,982531;;0,054731;;0,000113;;0,054618
643;13.982.531;13,982531;104,22,1,235;192,168,100,98;TCP;56;443  >  56822 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;13,982531;13,982644;;0,000113;;0,288697;;0,288584
644;13.982.644;13,982644;192,168,100,98;104,22,1,235;TLSv1;160;Application Data, Application Data;;;13,982644;14,271341;;0,288697;;0,052078;;0,236619
645;14.271.341;14,271341;192,168,100,98;104,22,1,235;TCP;160;[TCP Retransmission] 56822  >  443 [PSH, ACK] Seq=964 Ack=124 Win=131328 Len=106;;;14,271341;14,323419;;0,052078;;0,21819;;0,166112
646;14.323.419;14,323419;104,22,1,235;192,168,100,98;TCP;56;443  >  56822 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;14,323419;14,541609;;0,21819;;0,000116;;0,218074
647;14.541.609;14,541609;104,22,1,235;192,168,100,98;TCP;54;[TCP Previous segment not captured] 443  >  56822 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0;;;14,541609;14,541725;;0,000116;;0,014947;;0,014831
648;14.541.725;14,541725;192,168,100,98;104,22,1,235;TCP;54;[TCP Dup ACK 642#1] 56822  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;14,541725;14,556672;;0,014947;;0,000225;;0,014722
649;14.556.672;14,556672;104,22,1,235;192,168,100,98;TCP;955;[TCP Out-Of-Order] 443  >  56822 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901;;;14,556672;14,556897;;0,000225;;0,000697;;0,000472
650;14.556.897;14,556897;192,168,100,98;104,22,1,235;TCP;54;56822  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;14,556897;14,557594;;0,000697;;0,045284;;0,044587
651;14.557.594;14,557594;192,168,100,98;104,22,1,235;TCP;54;56822  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;14,557594;14,602878;;0,045284;;0,048656;;0,003372
652;14.602.878;14,602878;192,168,100,98;104,22,1,235;TCP;66;56823  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;14,602878;14,651534;;0,048656;;0,000229;;0,048427
653;14.651.534;14,651534;104,22,1,235;192,168,100,98;TCP;66;443  >  56823 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;14,651534;14,651763;;0,000229;;0,001585;;0,001356
654;14.651.763;14,651763;192,168,100,98;104,22,1,235;TCP;54;56823  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;14,651763;14,653348;;0,001585;;0,012802;;0,011217
655;14.653.348;14,653348;192,168,100,98;104,22,1,235;TLSv1;372;Client Hello;;;14,653348;14,66615;;0,012802;;9,00E-05;;0,012712
656;14.666.150;14,66615;104,22,1,235;192,168,100,98;TCP;54;[TCP Retransmission] 443  >  56822 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0;;;14,66615;14,66624;;9,00E-05;;0,035596;;0,035506
657;14.666.240;14,66624;192,168,100,98;104,22,1,235;TCP;54;[TCP Dup ACK 650#1] 56822  >  443 [ACK] Seq=1071 Ack=1026 Win=130560 Len=0;;;14,66624;14,701836;;0,035596;;0,014279;;0,021317
658;14.701.836;14,701836;104,22,1,235;192,168,100,98;TCP;54;443  >  56823 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;14,701836;14,716115;;0,014279;;0,001993;;0,012286
659;14.716.115;14,716115;104,22,1,235;192,168,100,98;TLSv1;177;Server Hello, Change Cipher Spec, Encrypted Handshake Message;;;14,716115;14,718108;;0,001993;;0,048773;;0,04678
660;14.718.108;14,718108;192,168,100,98;104,22,1,235;TLSv1;699;Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data;;;14,718108;14,766881;;0,048773;;0,000108;;0,048665
661;14.766.881;14,766881;104,22,1,235;192,168,100,98;TCP;56;443  >  56823 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;14,766881;14,766989;;0,000108;;0,047887;;0,047779
662;14.766.989;14,766989;192,168,100,98;104,22,1,235;TLSv1;160;Application Data, Application Data;;;14,766989;14,814876;;0,047887;;0,050285;;0,002398
663;14.814.876;14,814876;104,22,1,235;192,168,100,98;TCP;56;443  >  56823 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;14,814876;14,865161;;0,050285;;0,051434;;0,001149
664;14.865.161;14,865161;192,168,100,98;104,22,1,235;TCP;54;[TCP Retransmission] 56822  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;14,865161;14,916595;;0,051434;;0,12706;;0,075626
665;14.916.595;14,916595;104,22,1,235;192,168,100,98;TCP;56;443  >  56822 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;14,916595;15,043655;;0,12706;;0,000112;;0,126948
666;15.043.655;15,043655;104,22,1,235;192,168,100,98;TCP;54;[TCP Previous segment not captured] 443  >  56823 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0;;;15,043655;15,043767;;0,000112;;0,012566;;0,012454
667;15.043.767;15,043767;192,168,100,98;104,22,1,235;TCP;54;[TCP Dup ACK 660#1] 56823  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;15,043767;15,056333;;0,012566;;0,000265;;0,012301
668;15.056.333;15,056333;104,22,1,235;192,168,100,98;TCP;955;[TCP Out-Of-Order] 443  >  56823 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901;;;15,056333;15,056598;;0,000265;;0,000706;;0,000441
669;15.056.598;15,056598;192,168,100,98;104,22,1,235;TCP;54;56823  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;15,056598;15,057304;;0,000706;;0,049262;;0,048556
670;15.057.304;15,057304;192,168,100,98;104,22,1,235;TCP;54;56823  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;15,057304;15,106566;;0,049262;;0,008551;;0,040711
671;15.106.566;15,106566;104,22,1,235;192,168,100,98;TCP;56;443  >  56823 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;15,106566;15,115117;;0,008551;;0,061684;;0,053133
672;15.115.117;15,115117;192,168,100,98;104,22,1,235;TCP;66;56824  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;15,115117;15,176801;;0,061684;;0,00021;;0,061474
673;15.176.801;15,176801;104,22,1,235;192,168,100,98;TCP;66;443  >  56824 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;15,176801;15,177011;;0,00021;;0,000864;;0,000654
674;15.177.011;15,177011;192,168,100,98;104,22,1,235;TCP;54;56824  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;15,177011;15,177875;;0,000864;;0,082929;;0,082065
675;15.177.875;15,177875;192,168,100,98;104,22,1,235;TLSv1;372;Client Hello;;;15,177875;15,260804;;0,082929;;0,01538;;0,067549
676;15.260.804;15,260804;104,22,1,235;192,168,100,98;TCP;54;443  >  56824 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;15,260804;15,276184;;0,01538;;0,001762;;0,013618
677;15.276.184;15,276184;104,22,1,235;192,168,100,98;TLSv1;177;Server Hello, Change Cipher Spec, Encrypted Handshake Message;;;15,276184;15,277946;;0,001762;;0,062788;;0,061026
678;15.277.946;15,277946;192,168,100,98;104,22,1,235;TLSv1;699;Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data;;;15,277946;15,340734;;0,062788;;0,000116;;0,062672
679;15.340.734;15,340734;104,22,1,235;192,168,100,98;TCP;56;443  >  56824 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;15,340734;15,34085;;0,000116;;0,055566;;0,05545
680;15.340.850;15,34085;192,168,100,98;104,22,1,235;TLSv1;160;Application Data, Application Data;;;15,34085;15,396416;;0,055566;;0,235155;;0,179589
681;15.396.416;15,396416;104,22,1,235;192,168,100,98;TCP;56;443  >  56824 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;15,396416;15,631571;;0,235155;;0,000116;;0,235039
682;15.631.571;15,631571;104,22,1,235;192,168,100,98;TCP;54;[TCP Previous segment not captured] 443  >  56824 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0;;;15,631571;15,631687;;0,000116;;0,014362;;0,014246
683;15.631.687;15,631687;192,168,100,98;104,22,1,235;TCP;54;[TCP Dup ACK 678#1] 56824  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;15,631687;15,646049;;0,014362;;0,000177;;0,014185
684;15.646.049;15,646049;104,22,1,235;192,168,100,98;TCP;955;[TCP Out-Of-Order] 443  >  56824 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901;;;15,646049;15,646226;;0,000177;;0,000813;;0,000636
685;15.646.226;15,646226;192,168,100,98;104,22,1,235;TCP;54;56824  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;15,646226;15,647039;;0,000813;;0,052556;;0,051743
686;15.647.039;15,647039;192,168,100,98;104,22,1,235;TCP;54;56824  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;15,647039;15,699595;;0,052556;;0,010109;;0,042447
687;15.699.595;15,699595;104,22,1,235;192,168,100,98;TCP;56;443  >  56824 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;15,699595;15,709704;;0,010109;;0,060663;;0,050554
688;15.709.704;15,709704;192,168,100,98;104,22,1,235;TCP;66;56825  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;15,709704;15,770367;;0,060663;;0,000201;;0,060462
689;15.770.367;15,770367;104,22,1,235;192,168,100,98;TCP;66;443  >  56825 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;15,770367;15,770568;;0,000201;;0,000973;;0,000772
690;15.770.568;15,770568;192,168,100,98;104,22,1,235;TCP;54;56825  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;15,770568;15,771541;;0,000973;;0,059719;;0,058746
691;15.771.541;15,771541;192,168,100,98;104,22,1,235;TLSv1;372;Client Hello;;;15,771541;15,83126;;0,059719;;0,014792;;0,044927
692;15.831.260;15,83126;104,22,1,235;192,168,100,98;TCP;54;443  >  56825 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;15,83126;15,846052;;0,014792;;0,001746;;0,013046
693;15.846.052;15,846052;104,22,1,235;192,168,100,98;TLSv1;177;Server Hello, Change Cipher Spec, Encrypted Handshake Message;;;15,846052;15,847798;;0,001746;;0,061277;;0,059531
694;15.847.798;15,847798;192,168,100,98;104,22,1,235;TLSv1;699;Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data;;;15,847798;15,909075;;0,061277;;9,90E-05;;0,061178
695;15.909.075;15,909075;104,22,1,235;192,168,100,98;TCP;56;443  >  56825 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;15,909075;15,909174;;9,90E-05;;0,060364;;0,060265
696;15.909.174;15,909174;192,168,100,98;104,22,1,235;TLSv1;160;Application Data, Application Data;;;15,909174;15,969538;;0,060364;;0,233018;;0,172654
697;15.969.538;15,969538;104,22,1,235;192,168,100,98;TCP;56;443  >  56825 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;15,969538;16,202556;;0,233018;;0,000116;;0,232902
698;16.202.556;16,202556;104,22,1,235;192,168,100,98;TCP;54;[TCP Previous segment not captured] 443  >  56825 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0;;;16,202556;16,202672;;0,000116;;0,013645;;0,013529
699;16.202.672;16,202672;192,168,100,98;104,22,1,235;TCP;54;[TCP Dup ACK 694#1] 56825  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;16,202672;16,216317;;0,013645;;0,00019;;0,013455
700;16.216.317;16,216317;104,22,1,235;192,168,100,98;TCP;955;[TCP Out-Of-Order] 443  >  56825 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901;;;16,216317;16,216507;;0,00019;;0,000691;;0,000501
701;16.216.507;16,216507;192,168,100,98;104,22,1,235;TCP;54;56825  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;16,216507;16,217198;;0,000691;;0,060061;;0,05937
702;16.217.198;16,217198;192,168,100,98;104,22,1,235;TCP;54;56825  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;16,217198;16,277259;;0,060061;;0,008416;;0,051645
703;16.277.259;16,277259;104,22,1,235;192,168,100,98;TCP;56;443  >  56825 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;16,277259;16,285675;;0,008416;;0,051846;;0,04343
704;16.285.675;16,285675;192,168,100,98;104,22,1,235;TCP;66;56826  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;16,285675;16,337521;;0,051846;;0,000231;;0,051615
705;16.337.521;16,337521;104,22,1,235;192,168,100,98;TCP;66;443  >  56826 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;16,337521;16,337752;;0,000231;;0,001456;;0,001225
706;16.337.752;16,337752;192,168,100,98;104,22,1,235;TCP;54;56826  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;16,337752;16,339208;;0,001456;;0,083838;;0,082382
707;16.339.208;16,339208;192,168,100,98;104,22,1,235;TLSv1;372;Client Hello;;;16,339208;16,423046;;0,083838;;0,014458;;0,06938
708;16.423.046;16,423046;104,22,1,235;192,168,100,98;TCP;54;443  >  56826 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;16,423046;16,437504;;0,014458;;0,001641;;0,012817
709;16.437.504;16,437504;104,22,1,235;192,168,100,98;TLSv1;177;Server Hello, Change Cipher Spec, Encrypted Handshake Message;;;16,437504;16,439145;;0,001641;;0,066069;;0,064428
710;16.439.145;16,439145;192,168,100,98;104,22,1,235;TLSv1;699;Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data;;;16,439145;16,505214;;0,066069;;0,00012;;0,065949
711;16.505.214;16,505214;104,22,1,235;192,168,100,98;TCP;56;443  >  56826 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;16,505214;16,505334;;0,00012;;0,066995;;0,066875
712;16.505.334;16,505334;192,168,100,98;104,22,1,235;TLSv1;160;Application Data, Application Data;;;16,505334;16,572329;;0,066995;;0,218598;;0,151603
713;16.572.329;16,572329;104,22,1,235;192,168,100,98;TCP;56;443  >  56826 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;16,572329;16,790927;;0,218598;;0,000101;;0,218497
714;16.790.927;16,790927;104,22,1,235;192,168,100,98;TCP;54;[TCP Previous segment not captured] 443  >  56826 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0;;;16,790927;16,791028;;0,000101;;0,014956;;0,014855
715;16.791.028;16,791028;192,168,100,98;104,22,1,235;TCP;54;[TCP Dup ACK 710#1] 56826  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;16,791028;16,805984;;0,014956;;0,000192;;0,014764
716;16.805.984;16,805984;104,22,1,235;192,168,100,98;TCP;955;[TCP Out-Of-Order] 443  >  56826 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901;;;16,805984;16,806176;;0,000192;;0,000705;;0,000513
717;16.806.176;16,806176;192,168,100,98;104,22,1,235;TCP;54;56826  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;16,806176;16,806881;;0,000705;;0,048307;;0,047602
718;16.806.881;16,806881;192,168,100,98;104,22,1,235;TCP;54;56826  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;16,806881;16,855188;;0,048307;;0,040329;;0,007978
719;16.855.188;16,855188;104,22,1,235;192,168,100,98;TCP;56;443  >  56826 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;16,855188;16,895517;;0,040329;;0,058777;;0,018448
720;16.895.517;16,895517;192,168,100,98;104,22,1,235;TCP;66;56827  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;16,895517;16,954294;;0,058777;;0,000205;;0,058572
721;16.954.294;16,954294;104,22,1,235;192,168,100,98;TCP;66;443  >  56827 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;16,954294;16,954499;;0,000205;;0,000996;;0,000791
722;16.954.499;16,954499;192,168,100,98;104,22,1,235;TCP;54;56827  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;16,954499;16,955495;;0,000996;;0,052214;;0,051218
723;16.955.495;16,955495;192,168,100,98;104,22,1,235;TLSv1;372;Client Hello;;;16,955495;17,007709;;0,052214;;0,01833;;0,033884
724;17.007.709;17,007709;104,22,1,235;192,168,100,98;TCP;54;443  >  56827 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;17,007709;17,026039;;0,01833;;0,001749;;0,016581
725;17.026.039;17,026039;104,22,1,235;192,168,100,98;TLSv1;177;Server Hello, Change Cipher Spec, Encrypted Handshake Message;;;17,026039;17,027788;;0,001749;;0,054162;;0,052413
726;17.027.788;17,027788;192,168,100,98;104,22,1,235;TLSv1;699;Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data;;;17,027788;17,08195;;0,054162;;0,00013;;0,054032
727;17.081.950;17,08195;104,22,1,235;192,168,100,98;TCP;56;443  >  56827 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;17,08195;17,08208;;0,00013;;0,052487;;0,052357
728;17.082.080;17,08208;192,168,100,98;104,22,1,235;TLSv1;160;Application Data, Application Data;;;17,08208;17,134567;;0,052487;;0,240649;;0,188162
729;17.134.567;17,134567;104,22,1,235;192,168,100,98;TCP;56;443  >  56827 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;17,134567;17,375216;;0,240649;;0,000144;;0,240505
730;17.375.216;17,375216;104,22,1,235;192,168,100,98;TCP;54;[TCP Previous segment not captured] 443  >  56827 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0;;;17,375216;17,37536;;0,000144;;0,011369;;0,011225
731;17.375.360;17,37536;192,168,100,98;104,22,1,235;TCP;54;[TCP Dup ACK 726#1] 56827  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;17,37536;17,386729;;0,011369;;0,000235;;0,011134
732;17.386.729;17,386729;104,22,1,235;192,168,100,98;TCP;955;[TCP Out-Of-Order] 443  >  56827 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901;;;17,386729;17,386964;;0,000235;;0,000634;;0,000399
733;17.386.964;17,386964;192,168,100,98;104,22,1,235;TCP;54;56827  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;17,386964;17,387598;;0,000634;;0,051576;;0,050942
734;17.387.598;17,387598;192,168,100,98;104,22,1,235;TCP;54;56827  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;17,387598;17,439174;;0,051576;;0,011427;;0,040149
735;17.439.174;17,439174;104,22,1,235;192,168,100,98;TCP;56;443  >  56827 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;17,439174;17,450601;;0,011427;;0,051423;;0,039996
736;17.450.601;17,450601;192,168,100,98;104,22,1,235;TCP;66;56828  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;17,450601;17,502024;;0,051423;;0,000259;;0,051164
737;17.502.024;17,502024;104,22,1,235;192,168,100,98;TCP;66;443  >  56828 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;17,502024;17,502283;;0,000259;;0,000956;;0,000697
738;17.502.283;17,502283;192,168,100,98;104,22,1,235;TCP;54;56828  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;17,502283;17,503239;;0,000956;;0,050427;;0,049471
739;17.503.239;17,503239;192,168,100,98;104,22,1,235;TLSv1;372;Client Hello;;;17,503239;17,553666;;0,050427;;0,012358;;0,038069
740;17.553.666;17,553666;104,22,1,235;192,168,100,98;TCP;54;443  >  56828 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;17,553666;17,566024;;0,012358;;0,001855;;0,010503
741;17.566.024;17,566024;104,22,1,235;192,168,100,98;TLSv1;177;Server Hello, Change Cipher Spec, Encrypted Handshake Message;;;17,566024;17,567879;;0,001855;;0,051246;;0,049391
742;17.567.879;17,567879;192,168,100,98;104,22,1,235;TLSv1;699;Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data;;;17,567879;17,619125;;0,051246;;9,60E-05;;0,05115
743;17.619.125;17,619125;104,22,1,235;192,168,100,98;TCP;56;443  >  56828 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;17,619125;17,619221;;9,60E-05;;0,050506;;0,05041
744;17.619.221;17,619221;192,168,100,98;104,22,1,235;TLSv1;160;Application Data, Application Data;;;17,619221;17,669727;;0,050506;;0,235957;;0,185451
745;17.669.727;17,669727;104,22,1,235;192,168,100,98;TCP;56;443  >  56828 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;17,669727;17,905684;;0,235957;;0,000116;;0,235841
746;17.905.684;17,905684;104,22,1,235;192,168,100,98;TCP;54;[TCP Previous segment not captured] 443  >  56828 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0;;;17,905684;17,9058;;0,000116;;0,010423;;0,010307
747;17.905.800;17,9058;192,168,100,98;104,22,1,235;TCP;54;[TCP Dup ACK 742#1] 56828  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;17,9058;17,916223;;0,010423;;0,000203;;0,01022
748;17.916.223;17,916223;104,22,1,235;192,168,100,98;TCP;955;[TCP Out-Of-Order] 443  >  56828 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901;;;17,916223;17,916426;;0,000203;;0,000737;;0,000534
749;17.916.426;17,916426;192,168,100,98;104,22,1,235;TCP;54;56828  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;17,916426;17,917163;;0,000737;;0,052314;;0,051577
750;17.917.163;17,917163;192,168,100,98;104,22,1,235;TCP;54;56828  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;17,917163;17,969477;;0,052314;;0,019351;;0,032963
751;17.969.477;17,969477;104,22,1,235;192,168,100,98;TCP;56;443  >  56828 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;17,969477;17,988828;;0,019351;;0,055127;;0,035776
752;17.988.828;17,988828;192,168,100,98;104,22,1,235;TCP;66;56829  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;17,988828;18,043955;;0,055127;;0,000243;;0,054884
753;18.043.955;18,043955;104,22,1,235;192,168,100,98;TCP;66;443  >  56829 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;18,043955;18,044198;;0,000243;;0,000785;;0,000542
754;18.044.198;18,044198;192,168,100,98;104,22,1,235;TCP;54;56829  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;18,044198;18,044983;;0,000785;;0,051538;;0,050753
755;18.044.983;18,044983;192,168,100,98;104,22,1,235;TLSv1;372;Client Hello;;;18,044983;18,096521;;0,051538;;0,019658;;0,03188
756;18.096.521;18,096521;104,22,1,235;192,168,100,98;TCP;54;443  >  56829 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;18,096521;18,116179;;0,019658;;0,001691;;0,017967
757;18.116.179;18,116179;104,22,1,235;192,168,100,98;TLSv1;177;Server Hello, Change Cipher Spec, Encrypted Handshake Message;;;18,116179;18,11787;;0,001691;;0,053925;;0,052234
758;18.117.870;18,11787;192,168,100,98;104,22,1,235;TLSv1;699;Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data;;;18,11787;18,171795;;0,053925;;0,000105;;0,05382
759;18.171.795;18,171795;104,22,1,235;192,168,100,98;TCP;56;443  >  56829 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;18,171795;18,1719;;0,000105;;0,080093;;0,079988
